respondent,UCLA_index,Q8_disability,NeighborIndex,DiversityDiscussImportant,DiversitySupportive,Q22_marital_satn,Q46_attend_religious,Q39_caregiver,Q30_supportive_num,Q64_yrs_current_residence,Q65_relocate,ethnic,gender,household_size,income,employ,age_group,Q2_health_overall,Q27_11_parents_inperson,Q27_12_parents_email,Q27_13_parents_phone,Q27_14_parents_letters,Q27_15_parents_text,Q27_16_parents_online,Q27_17_parents_SN,Q27_21_child_inperson,Q27_22_child_email,Q27_23_child_phone,Q27_24_child_letters,Q27_25_child_text,Q27_26_child_online,Q27_27_child_SN,Q27_31_sibling_inperson,Q27_32_sibling_email,Q27_33_sibling_phone,Q27_34_sibling_letters,Q27_35_sibling_text,Q27_36_sibling_online,Q27_37_sibling_SN,Q27_41_friend_inperson,Q27_42_friend_email,Q27_43_friend_phone,Q27_44_friend_letters,Q27_45_friend_text,Q27_46_friend_online,Q27_47_friend_SN,Q28_discuss_important_matters_num,passaway_index,moveaway_index,Q38_more_less_friends,Q48_volunteer,Q50_groups,Q53_hobbies,Q77_hrs_alone,Q89_1_internet_sentiment,Q89_2_internet_sentiment,Q89_3_internet_sentiment,Q89_4_internet_sentiment,Q89_5_internet_sentiment,Q89_6_internet_sentiment,Q89_7_internet_sentiment,Q89_8_internet_sentiment,Q89_9_internet_sentiment,Q89_10_internet_sentiment,internet_sentiment_index,Q90_tradeoffs_family,Q91_tradeoffs_intimate_convo
99,54,0,-0.348833675,1,1,4,1,0,1,3,1,2,2,5,10,6,5,2,,,,,,,,1,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,0,0,2,0,1,1,2,3,3,4,2,4,1,5,1,5,1,29,2,2
100,20,0,2.92483662,3,1,5,2,0,1,2,2,1,1,1,19,5,7,4,,,,,,,,,,,,,,,,,,,,,,4,5,5,1,5,1,5,12,1,0,2,1,2,7,1,4,3,3,4,5,3,4,3,5,5,39,2,2
101,56,1,-0.77230256,2,4,0,3,1,30,4,0,1,2,1,8,5,8,2,,,,,,,,5,2,5,1,1,3,5,4,1,5,1,1,1,4,3,1,5,3,1,1,5,3,0,0,1,1,1,5,6,4,1,1,4,4,4,3,4,4,4,33,2,2
102,47,0,-4.687433203,2,3,0,1,0,10,1,2,1,2,1,8,5,8,5,,,,,,,,4,5,5,3,5,1,5,3,1,3,3,3,1,1,5,5,5,3,5,,2,3,2,1,2,1,2,5,,3,1,2,4,3,4,3,3,5,5,33,2,2
103,37,0,-4.46944174,3,2,5,1,0,3,4,0,1,2,2,13,4,6,5,5,1,5,1,4,3,5,4,1,5,1,5,5,5,4,1,4,1,4,1,1,4,1,4,1,1,1,2,3,0,0,2,0,1,2,6,1,1,5,1,5,4,4,1,5,1,28,2,2
104,44,0,1.370069945,3,3,1,2,0,4,5,0,1,1,2,14,1,7,4,,,,,,,,5,5,5,2,5,4,5,3,3,3,2,4,2,5,5,4,3,2,5,3,2,4,2,1,1,1,1,2,1,3,2,2,3,5,3,3,3,4,3,31,2,2
105,53,0,2.011530292,2,2,3,2,0,2,5,0,1,2,2,9,5,7,4,,,,,,,,4,4,5,1,5,1,5,4,5,5,2,1,1,1,5,5,5,1,5,1,2,2,0,0,2,0,1,3,1,3,3,2,3,2,3,2,1,3,3,25,1,1
106,43,0,-3.827981392,1,1,5,5,0,1,3,1,2,1,2,16,5,8,3,,,,,,,,4,1,1,1,4,1,1,3,1,2,1,1,1,1,3,1,3,2,1,1,3,1,1,0,2,0,1,2,1,3,3,3,3,3,3,3,3,3,3,30,2,2
107,42,0,-2.273214717,3,3,5,1,0,3,5,0,1,1,2,8,5,7,5,,,,,,,,4,5,5,1,5,1,1,5,4,5,1,1,1,1,3,1,1,1,1,1,5,5,1,0,2,0,1,3,1,3,1,5,1,3,3,2,3,4,1,26,2,2
108,25,0,5.980515453,3,3,5,1,0,3,5,0,1,2,6,12,5,6,4,5,5,5,4,5,1,5,5,5,5,1,5,1,5,4,4,5,3,5,2,3,3,4,3,1,3,1,1,3,1,0,2,0,1,2,1,3,3,3,3,5,3,3,3,3,3,32,2,2
109,59,0,-0.348833675,2,5,5,2,1,8,4,0,5,1,2,16,1,6,4,,,,,,,,4,4,4,2,5,5,5,2,2,3,1,3,3,2,3,3,3,1,3,3,3,2,2,1,1,0,3,2,4,3,2,1,4,2,4,3,2,4,4,29,2,2
110,23,0,5.339055106,3,3,5,4,0,30,5,0,1,2,6,13,5,6,4,,,,,,,,5,5,5,1,5,5,5,5,1,5,1,5,5,5,5,5,5,1,5,5,1,10,1,0,3,0,1,5,1,5,4,4,5,5,5,4,4,5,2,43,3,3
112,29,0,2.92483662,4,6,5,6,0,10,2,1,1,2,2,18,1,6,4,,,,,,,,5,4,5,1,5,1,1,3,3,3,1,3,1,1,4,5,5,1,5,1,2,4,2,0,2,1,3,3,2,3,1,4,4,5,4,5,3,5,3,37,2,3
113,45,1,1.370069945,2,2,0,6,0,2,4,0,4,1,1,8,5,7,3,,,,,,,,1,1,1,1,1,1,3,5,1,4,1,1,1,4,5,4,5,1,1,1,1,4,1,1,2,0,1,3,4,4,2,2,4,3,5,2,4,3,3,32,2,2
114,21,1,3.566296968,2,2,5,6,0,3,4,0,1,2,1,16,5,8,3,,,,,,,,3,5,5,3,5,1,1,,,,,,,,5,5,5,2,5,1,5,3,1,1,3,1,1,3,2,1,1,5,1,3,2,5,3,3,3,27,2,2
115,72,1,-2.914675064,1,1,4,1,0,1,2,1,1,1,3,4,1,5,2,1,1,1,4,1,1,1,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,0,0,2,0,1,2,5,2,2,5,3,3,2,3,4,3,2,29,2,2
116,44,0,0.728609598,,4,0,6,0,6,2,1,1,2,1,14,5,6,4,5,1,5,,1,1,1,5,4,5,1,5,5,5,4,1,4,1,3,1,1,3,1,4,1,4,4,2,0,1,1,1,0,1,4,4,4,3,3,3,3,5,3,3,3,5,35,2,2
117,50,0,-2.273214717,,3,4,2,0,1,5,0,1,2,2,9,5,8,3,,,,,,,,5,1,,2,5,1,5,5,2,5,2,1,1,1,5,2,5,1,1,1,5,0,0,0,2,0,1,1,1,,,,,,,,,,,0,1,2
118,55,0,0.08714925,2,2,5,2,0,2,4,0,1,2,2,20,7,6,4,,,,,,,,,,,,,,,3,5,2,1,5,1,1,3,4,1,3,4,1,5,2,2,1,1,0,1,5,3,2,1,2,1,3,1,3,3,3,5,24,2,2
119,52,0,-0.348833675,2,2,0,6,0,4,4,0,1,2,1,14,5,8,4,,,,,,,,,5,4,2,5,2,5,4,3,2,2,4,1,4,3,5,3,2,3,1,2,4,1,0,2,1,1,2,6,5,4,1,5,2,4,2,4,3,3,33,2,2
120,52,0,-5.32889355,1,1,3,1,0,1,2,5,4,1,1,15,5,8,2,,,,,,,,4,3,3,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,0,0,2,0,3,2,3,4,1,1,2,5,4,4,3,5,4,33,2,2
121,34,0,2.870982102,2,1,4,1,0,5,5,0,1,1,2,7,1,6,3,5,1,4,1,5,3,1,,,,,,,,4,1,3,2,4,1,1,5,1,2,3,3,1,2,5,1,0,1,0,1,6,2,4,4,2,4,5,5,2,5,4,3,38,3,2
122,46,0,-0.990294023,2,3,0,1,0,10,2,1,1,1,1,13,1,5,3,4,1,4,1,5,1,1,5,1,4,1,5,2,1,3,1,4,1,4,1,2,4,4,4,1,5,3,3,2,2,0,2,0,1,2,3,3,4,4,2,3,4,2,2,4,3,31,2,1
123,35,0,0.510618135,3,5,5,3,0,5,4,0,1,2,4,15,7,5,4,,,,,,,,5,5,5,3,5,5,5,5,5,5,2,5,5,5,5,5,4,1,5,4,1,3,2,2,2,0,1,2,1,5,5,1,5,3,3,3,4,2,3,34,1,1
124,54,1,-0.348833675,3,2,0,4,0,2,5,0,4,2,4,17,1,5,3,5,1,5,1,5,5,5,5,2,5,1,5,5,5,5,2,5,2,5,5,5,4,5,4,1,5,5,1,3,2,1,1,1,2,3,3,4,1,1,4,2,4,2,2,1,4,25,1,1
125,52.63157895,1,-2.273214717,4,1,4,6,0,1,5,0,4,1,3,15,5,8,2,,,,,,,,,4,5,4,1,1,1,3,3,3,3,1,1,1,,4,5,3,1,1,5,4,0,0,2,1,1,2,3,3.111111111,1,2,1,3,1,5,3,4,4,27.11111111,2,2
126,43,0,0.510618135,,,5,3,0,0,4,0,1,2,2,12,5,8,3,,,,,,,,5,5,5,3,5,3,5,,,,,,,,4,5,5,1,4,4,3,,,1,3,0,1,3,2,4,3,3,4,3,4,3,5,4,3,36,3,2
127,30,0,2.06538481,1,1,5,3,0,1,3,1,1,1,4,17,1,5,4,4,5,4,1,4,3,1,5,4,4,1,5,1,1,4,4,4,1,4,4,4,5,4,3,1,4,2,1,1,0,0,2,0,1,3,2,5,1,1,4,3,5,3,3,5,3,33,2,2
128,30,0,-3.186521045,1,2,5,3,0,13,4,0,1,1,2,13,5,8,2,,,,,,,,3,3,5,3,1,1,3,,,,,,,,4,2,3,2,1,1,5,1,2,2,2,1,2,1,1,1,1,2,1,5,1,5,1,5,1,23,2,2
129,29,0,1.370069945,3,3,0,6,0,11,5,0,1,2,1,6,1,8,4,,,,,,,,4,5,4,1,5,3,5,,,,,,,,4,3,3,1,5,1,1,12,0,0,2,1,1,4,6,5,3,3,5,5,4,5,3,3,5,41,2,2
130,30,0,-5.32889355,,2,0,5,0,2,4,0,1,1,1,3,4,7,4,,,,,,,,,,,,,,,,,,,,,,4,1,5,1,1,1,5,0,1,0,2,0,1,3,2,1,1,2,1,5,1,5,1,3,3,23,2,2
131,53,1,1.370069945,2,3,0,6,0,7,5,0,1,2,1,12,5,8,3,,,,,,,,5,3,5,1,1,2,4,2,1,4,2,1,3,1,4,4,4,2,1,1,3,2,1,1,1,0,3,4,6,4,1,3,5,4,5,3,4,3,5,37,2,1
132,69,1,-5.32889355,1,1,5,6,0,2,4,0,1,1,3,15,1,6,1,2,1,3,2,1,1,1,5,1,5,1,5,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,5,2,0,0,2,0,1,1,6,1,1,3,1,3,1,3,3,2,1,19,1,1
133,46.31578947,0,-0.77230256,3,4,0,6,0,7,4,0,2,2,1,13,5,7,4,,,,,,,,,,,,,,,5,4,5,3,5,1,1,5,4,2,2,4,1,5,5,3,0,1,1,2,3,4,2,1,3,3,4,3,3,2,2,2,25,1,1
134,39,0,1.588061408,1,2,4,1,0,2,4,0,1,2,2,13,1,6,5,,,,,,,,3,4,1,1,4,3,1,,,,,,,,4,4,2,1,5,4,5,2,0,1,2,0,2,4,2,3,3,3,2,3,2,2,4,4,1,27,2,2
135,32,0,1.370069945,4,4,0,4,0,10,4,0,1,2,2,12,1,6,3,,,,,,,,3,2,5,3,5,5,5,4,3,4,2,4,3,3,5,3,4,2,5,3,2,5,1,1,2,1,2,4,4,4,1,2,4,3,3,5,2,5,5,34,2,2
136,33,0,-0.130842212,2,2,4,2,0,2,5,0,1,1,2,9,2,5,4,2,2,5,2,1,2,1,,,,,,,,3,3,3,2,4,4,4,5,5,5,2,5,5,1,2,0,0,2,0,1,3,1,5,5,5,5,5,5,5,5,5,5,50,3,3
137,26,0,1.370069945,2,3,5,6,1,5,5,0,2,1,3,11,1,6,3,,,,,,,,5,,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,3,0,0,2,0,1,3,2,3,3,3,1,3,3,3,3,5,5,32,2,2
138,35,0,1.641915926,2,3,5,3,0,3,5,0,4,2,2,17,5,7,5,,,,,,,,,,,,,,,4,4,4,1,4,1,1,3,3,3,1,3,1,5,2,0,0,1,0,1,4,1,,,,,,,,,,,0,2,2
139,29,1,-0.348833675,2,2,5,1,0,2,2,2,5,2,2,15,5,7,3,,,,,,,,2,2,3,1,1,1,5,2,2,3,2,1,1,4,4,5,2,2,1,1,1,2,2,1,2,0,1,4,1,3,1,1,4,5,4,4,1,5,3,31,2,2
140,49,0,2.283376273,1,1,5,1,0,1,4,0,1,1,4,11,1,5,4,5,1,5,1,5,5,5,5,1,5,1,5,1,5,5,1,4,1,4,1,5,5,5,5,1,5,1,1,1,0,0,2,0,1,2,1,5,3,3,3,3,2,3,3,3,3,31,1,3
141,23,0,-2.273214717,1,2,0,3,0,4,4,0,2,2,2,11,1,6,3,,,,,,,,5,5,5,3,5,1,5,,,,,,,,4,4,5,1,5,1,1,2,1,0,2,0,1,2,2,2,2,2,4,4,5,4,4,4,4,35,2,2
143,41,0,-2.545060698,3,3,4,2,0,7,3,1,1,2,2,13,1,5,2,,,,,,,,3,2,5,3,5,4,5,3,1,4,2,4,1,5,2,1,3,1,3,1,1,5,1,0,2,0,1,3,1,5,1,4,5,3,4,5,3,5,3,38,2,2
144,48,0,-1.63175437,1,1,0,2,0,10,3,3,1,1,1,8,2,6,2,,,,,,,,,,,,,,,1,1,4,2,4,1,1,5,4,5,2,5,1,4,4,1,0,2,0,1,2,4,4,1,2,4,3,4,4,2,4,4,32,2,2
145,36,0,-0.348833675,4,5,5,6,0,30,1,3,1,1,3,14,1,6,3,5,3,5,3,5,1,5,5,1,5,1,5,4,5,5,4,5,2,5,1,5,5,5,5,1,5,1,1,10,1,0,3,1,1,4,1,5,3,4,5,5,5,5,3,5,4,44,2,2
146,27,0,-0.348833675,4,4,5,5,1,4,2,1,4,2,2,10,1,5,2,5,1,5,1,1,1,1,5,5,5,5,5,5,5,4,4,4,2,3,1,2,4,4,4,4,4,4,2,3,1,0,2,0,1,2,2,4,3,1,3,3,3,3,1,3,3,27,2,2
147,38,0,2.92483662,2,2,0,2,0,3,5,0,4,1,3,10,5,7,3,,,,,,,,,,,,,,,1,1,1,1,1,1,1,3,4,5,3,5,5,1,5,1,0,1,0,1,2,2,5,3,1,4,2,5,3,4,1,5,33,2,2
148,33,0,0.292626672,2,3,5,3,0,5,5,0,1,2,1,12,5,6,4,,,,,,,,,,,,,,,2,1,3,1,3,1,1,5,4,5,1,5,1,1,2,0,0,2,0,1,7,1,3,3,2,4,3,5,4,2,4,3,33,2,2
149,56.92307692,1,0.292626672,1,1,0,6,0,9,2,1,2,2,4,14,5,6,3,,,,,,,,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,1,9,1,1,2,1,1,3,4,2,1,5,4,4,4,4,4,5,4,37,2,2
150,44,1,3.566296968,1,3,5,6,0,8,2,1,2,1,2,15,5,8,3,,,,,,,,3,5,4,1,5,1,1,2,1,3,2,1,1,1,2,1,3,1,1,1,5,1,1,0,2,0,1,1,1,1,1,3,1,5,1,5,1,5,1,24,2,2
151,66,0,-0.348833675,,1,0,1,0,2,5,0,1,1,1,9,4,7,2,,,,,,,,,,,,,,,3,2,3,1,1,1,1,2,2,2,1,1,1,5,0,0,0,1,0,1,3,6,1,1,3,1,3,1,5,3,3,3,24,1,1
152,51,0,0.456763617,1,1,0,2,0,2,3,1,1,1,1,11,5,7,2,,,,,,,,,,,,,,,4,1,5,1,1,1,1,5,2,5,1,1,4,5,1,0,0,1,0,1,2,6,3,3,2,3,3,2,2,3,2,3,26,2,2
153,28,0,2.92483662,3,3,5,6,0,5,5,0,3,2,3,21,1,6,4,5,1,5,1,2,1,1,5,4,5,2,5,5,2,5,4,4,1,5,1,1,4,4,4,1,4,4,5,4,0,0,2,1,1,4,2,3,3,3,1,3,3,5,3,5,4,33,2,2
154,30,0,1.370069945,2,3,5,6,0,5,5,0,1,1,2,16,5,8,4,,,,,,,,5,1,4,1,5,1,1,3,3,1,1,2,1,1,3,1,3,1,1,1,5,1,0,0,2,0,1,5,1,4,4,3,1,3,3,3,3,2,3,29,2,2
155,53,1,-2.273214717,3,2,5,2,0,4,4,0,1,2,5,7,5,6,3,,,,,,,,5,2,5,1,5,1,5,4,1,4,1,4,1,5,3,1,3,1,3,1,2,5,2,0,2,0,1,6,1,4,3,3,4,3,4,3,4,4,4,36,2,2
156,51,0,0.510618135,1,1,0,6,0,1,3,1,2,2,1,13,5,6,4,5,1,5,1,1,1,1,2,1,5,1,5,1,4,4,1,5,1,4,1,4,5,4,5,1,4,1,2,1,1,0,1,1,2,3,3,3,1,1,4,2,5,2,3,1,5,27,1,1
158,46,0,-2.273214717,1,4,5,6,0,10,5,0,1,2,3,11,2,7,5,,,,,,,,3,4,4,3,4,1,3,2,4,3,3,2,1,3,3,4,3,2,1,1,5,1,1,0,2,1,2,3,3,3,1,1,3,3,2,2,2,3,2,22,1,2
159,41,0,-2.273214717,3,3,0,2,0,5,5,0,1,2,1,11,5,6,4,5,3,5,1,5,1,5,4,3,5,1,5,5,5,4,3,3,1,4,4,4,5,3,4,1,5,2,1,5,0,0,3,0,1,2,2,4,3,4,5,3,5,3,4,3,3,37,2,2
160,60,0,-0.130842212,,,4,6,0,0,2,1,3,1,3,18,5,6,2,,,,,,,,5,2,5,1,5,2,1,3,3,4,3,5,1,1,2,3,5,2,5,1,5,0,,0,1,1,1,5,1,2,1,1,1,4,4,5,2,4,4,28,1,2
161,41,1,-1.413762907,2,2,0,5,0,4,5,0,1,1,1,9,1,7,2,,,,,,,,,,,,,,,5,5,5,3,1,1,5,3,3,2,3,1,1,2,4,1,1,1,0,1,3,6,5,4,3,5,4,3,4,4,4,3,39,2,2
162,36,0,1.370069945,3,3,0,2,0,10,1,2,3,1,1,13,1,6,3,,,,,,,,5,3,4,1,4,4,3,5,3,4,1,4,4,3,5,4,4,1,4,4,3,2,2,0,3,0,1,4,4,4,4,3,4,3,4,2,4,2,4,34,2,2
163,36,0,-5.32889355,1,2,0,5,0,4,2,1,2,2,1,18,1,6,3,,,,,,,,5,1,5,1,5,5,3,5,1,5,1,5,1,1,4,3,4,1,4,3,2,1,1,0,2,0,1,1,6,3,3,3,3,5,4,3,3,3,3,33,2,2
164,33,0,0.510618135,2,2,5,5,0,5,5,0,1,2,2,21,5,7,4,,,,,,,,5,5,5,4,5,4,5,4,4,4,2,4,2,3,5,5,5,1,5,1,3,5,2,0,2,1,2,4,2,1,1,1,4,3,4,5,3,2,3,27,2,2
165,40,0,-0.348833675,3,4,5,2,0,8,5,0,1,2,2,19,7,7,2,,,,,,,,5,5,5,1,5,5,5,4,4,4,,3,4,3,5,5,4,1,5,5,3,3,1,0,2,0,1,2,2,4,3,2,3,4,2,4,3,5,4,34,2,2
166,24,0,2.011530292,3,4,4,3,0,5,5,0,2,1,5,13,1,7,3,,,,,,,,5,1,1,1,1,1,1,,,,,,,,5,4,4,5,4,4,2,3,2,2,1,1,4,3,1,3,5,1,4,4,3,5,3,3,4,35,2,2
167,32,0,3.78428843,1,1,0,6,0,2,2,1,1,2,1,7,5,7,3,,,,,,,,,,,,,,,1,1,1,1,1,1,1,5,2,2,1,1,1,3,3,1,0,3,0,1,3,2,4,1,1,5,5,2,2,4,4,2,30,3,1
168,46.66666667,1,0.728609598,2,3,5,6,0,4,4,0,1,1,2,8,5,8,2,,,,,,,,,,,,,,,2,,2,,,,,3,,,,,,,3,1,0,1,0,1,1,1,4,2,2,5,4,4,4,4,2,4,35,1,1
169,26,0,2.92483662,3,2,0,6,0,2,4,0,4,2,4,12,1,5,3,4,1,5,1,5,1,1,5,5,5,1,5,5,5,5,5,5,1,5,5,5,5,5,5,1,5,5,1,4,0,0,2,0,1,3,1,5,1,5,5,5,5,5,1,1,5,38,2,2
170,33,0,-1.63175437,2,2,5,1,0,7,5,0,1,2,2,16,5,6,3,,,,,,,,,,,,,,,3,4,5,1,5,1,1,2,1,4,1,1,1,5,5,1,0,2,0,1,2,1,5,4,1,1,3,1,5,3,3,4,30,2,2
171,21,0,2.229521755,1,1,4,2,0,3,4,0,3,2,2,16,5,6,4,,,,,,,,,,,,,,,5,5,5,1,5,1,5,5,5,5,3,5,1,1,3,0,1,2,1,2,2,1,5,3,4,5,5,5,5,3,5,3,43,2,2
172,43,0,2.229521755,1,1,4,3,0,3,5,0,1,1,4,18,5,6,3,,,,,,,,5,5,5,3,5,4,4,1,3,3,2,1,1,1,1,4,2,2,3,1,4,1,0,0,1,0,2,7,2,4,1,3,4,4,4,3,4,4,5,36,2,2
173,53,0,0.292626672,,2,4,1,0,1,1,1,1,1,2,18,2,8,3,,,,,,,,3,4,3,1,2,1,1,,,,,,,,2,5,4,2,1,1,5,0,1,1,1,0,,4,2,4,3,3,2,2,4,1,4,2,4,29,1,2
174,38,1,-0.990294023,3,2,5,6,0,5,5,0,1,1,2,17,5,8,4,,,,,,,,5,5,5,3,1,1,1,1,1,1,1,1,1,1,4,4,3,2,1,1,5,7,2,0,1,1,4,6,1,3,3,3,1,5,1,5,3,3,4,31,2,2
175,39,1,0.510618135,5,5,0,3,0,5,4,0,1,2,1,15,1,6,3,3,1,5,3,1,1,1,4,3,4,1,5,1,3,3,1,4,1,4,1,4,5,4,5,1,5,1,2,5,0,0,2,0,1,4,1,4,4,3,4,3,4,3,4,4,3,36,2,2
176,44,0,-0.348833675,3,3,0,2,0,7,5,0,4,2,2,15,5,6,3,,,,,,,,4,3,3,2,3,4,1,5,4,5,1,1,1,1,5,5,5,3,5,4,4,7,1,0,2,0,1,3,2,2,4,1,3,2,3,3,2,3,3,26,2,2
178,64,0,-2.273214717,1,1,0,6,0,1,4,0,1,1,1,4,1,6,2,,,,,,,,,,,,,,,1,1,1,1,1,1,1,5,1,5,1,1,1,5,1,1,0,2,0,1,3,5,1,1,5,1,5,1,5,1,5,1,26,2,2
179,42,0,1.370069945,2,2,0,5,0,3,5,0,1,1,1,5,5,8,3,,,,,,,,5,4,4,3,1,1,1,3,4,4,4,1,1,1,2,3,2,2,1,1,5,4,1,0,2,0,1,4,6,3,2,4,2,3,2,3,2,2,4,27,1,1
180,56,0,-1.195771444,1,1,5,4,0,2,3,0,1,2,2,8,7,5,4,3,1,5,1,1,1,1,3,5,4,,5,5,1,2,4,2,1,2,1,1,4,,1,1,1,3,5,2,0,0,1,0,1,4,2,2,4,2,1,3,1,3,4,2,4,26,2,3
181,42,1,1.370069945,3,,5,4,1,0,4,0,1,2,2,13,1,6,3,3,4,5,3,5,1,1,4,4,5,3,5,2,2,3,4,4,3,4,1,2,2,3,3,3,3,1,3,4,,1,1,0,1,5,1,4,1,2,2,2,3,3,1,3,5,26,2,2
182,41,0,-1.63175437,2,1,5,3,0,2,4,0,1,1,4,12,1,6,5,5,1,5,1,1,1,1,5,1,5,2,2,1,1,5,1,3,1,1,1,1,5,5,5,2,5,1,4,3,0,0,2,0,1,3,1,4,4,2,4,2,5,3,2,3,4,33,1,1
183,24,0,4.425748778,3,3,0,1,0,9,2,1,1,2,2,11,5,8,3,,,,,,,,5,1,5,1,3,1,1,1,1,1,1,1,1,1,5,3,4,1,3,1,2,37,1,0,3,1,1,4,4,3,1,5,4,3,4,3,4,5,5,37,3,
185,45,0,2.92483662,3,3,5,5,0,3,4,0,1,2,3,9,1,5,3,,,,,,,,,,,,,,,4,5,3,2,1,4,5,5,3,4,2,1,1,1,3,1,1,3,0,3,5,4,4,3,2,4,4,5,3,5,4,3,37,2,2
186,71,0,-1.63175437,,1,0,1,0,1,3,1,1,1,1,14,1,8,3,,,,,,,,2,2,2,2,1,1,3,2,2,2,2,1,2,3,2,3,2,2,1,2,3,0,0,0,1,1,1,6,6,1,3,2,1,3,4,3,4,3,3,27,2,2
187,36,0,1.423924463,4,4,4,6,0,6,5,0,4,2,2,12,5,6,3,,,,,,,,5,3,5,1,5,5,5,5,5,,1,5,3,5,5,5,5,1,4,5,1,4,2,1,2,0,2,3,1,4,3,2,2,2,3,2,2,2,4,26,1,2
188,37,0,-4.687433203,3,2,0,6,0,2,1,3,1,2,8,12,1,5,4,5,5,5,1,5,5,5,,,,,,,,5,5,5,1,5,5,5,5,4,5,2,5,5,1,2,1,0,2,1,1,3,1,3,3,3,3,3,3,3,3,3,3,30,1,1
190,26,1,-3.827981392,2,4,5,3,0,8,4,0,1,2,1,9,1,6,2,,,,,,,,5,2,5,1,1,1,3,2,5,5,3,4,4,1,5,3,5,1,1,1,3,2,2,0,2,0,1,7,3,1,1,1,1,3,1,3,1,3,1,16,2,2
191,57,0,-0.990294023,4,7,4,6,0,24,4,0,1,1,4,13,2,5,5,5,1,5,1,1,1,1,5,3,3,3,5,1,1,2,1,2,1,3,1,1,5,3,3,1,4,1,5,3,1,0,2,1,1,2,2,5,5,5,3,5,3,5,5,5,5,46,2,2
192,47,1,0.728609598,4,5,5,1,1,6,4,0,1,2,2,10,5,8,2,,,,,,,,3,4,4,2,2,5,5,,,,,,,,5,5,5,1,1,4,1,4,1,1,1,1,3,5,1,4,4,2,5,2,5,2,2,2,4,32,2,2
193,45,1,2.011530292,2,2,4,3,0,5,3,1,1,1,2,13,5,6,5,,,,,,,,2,2,3,1,1,1,2,3,1,3,1,1,1,3,5,2,5,1,3,1,2,3,1,0,3,1,4,7,2,2,3,2,3,1,4,2,3,1,4,25,2,1
194,34,0,-4.045972855,3,2,3,4,0,2,3,1,4,2,2,17,1,5,4,5,1,5,1,1,1,1,5,1,5,1,5,1,1,5,1,4,1,4,1,1,4,1,4,1,4,1,5,3,2,1,1,0,1,2,2,3,1,1,1,5,3,3,3,5,3,28,2,2
196,24,0,1.370069945,1,1,5,2,0,1,2,1,1,1,3,20,1,5,4,2,3,4,1,4,1,3,5,3,3,1,4,1,1,2,2,2,1,2,1,3,1,1,1,1,1,1,5,1,1,0,2,0,1,2,2,3,3,3,3,3,3,3,3,3,3,30,3,
197,48,1,1.370069945,4,5,0,3,0,10,3,2,1,2,1,9,2,6,4,,,,,,,,3,5,5,3,5,5,5,4,4,3,3,5,4,4,3,3,2,3,3,4,2,6,2,0,2,0,1,4,5,4,3,5,4,5,4,5,3,5,5,43,2,2
199,22,0,-3.827981392,4,4,5,6,0,10,4,0,1,1,4,20,1,5,4,3,2,4,1,1,1,1,5,2,3,1,5,1,1,3,1,1,1,2,1,1,3,4,2,1,4,1,5,10,0,0,2,1,1,3,1,3,3,2,1,3,4,5,3,5,5,34,2,2
201,54,0,1.370069945,1,4,0,5,0,4,2,1,2,2,1,14,1,5,4,4,1,5,2,5,1,1,5,4,5,1,5,1,1,,,,,,,,4,5,5,1,5,1,5,2,0,1,2,1,1,2,5,1,1,1,1,3,1,5,1,1,3,18,2,1
202,24,0,-0.348833675,2,3,5,1,0,4,5,0,1,1,2,16,5,7,5,,,,,,,,5,5,5,2,5,3,4,4,4,3,3,,1,1,5,5,5,3,5,1,2,4,1,1,2,1,1,7,5,2,1,5,1,5,2,5,1,4,5,31,2,2
203,40,0,1.370069945,2,2,0,3,0,5,3,1,1,2,1,12,5,6,5,,,,,,,,,,,,,,,5,5,3,1,5,1,5,5,5,5,1,5,1,1,2,1,1,3,1,2,7,4,4,3,2,4,4,4,5,3,4,5,38,2,2
204,42,0,-1.413762907,3,4,0,1,0,4,4,0,1,1,1,18,1,6,4,2,1,3,2,1,1,1,,,,,,,,3,3,3,2,1,1,4,2,2,5,1,1,1,2,3,0,0,3,0,1,4,4,4,2,2,4,4,4,4,3,4,4,35,2,2
205,40,0,-5.32889355,2,3,0,2,0,10,2,6,2,2,3,7,2,5,3,2,2,4,1,5,1,1,5,1,5,1,5,1,4,2,3,4,1,5,1,5,4,1,4,1,4,1,1,3,0,1,3,1,1,3,3,1,1,2,1,5,2,5,2,5,5,29,2,2
206,50,0,-3.827981392,2,3,5,1,0,6,4,0,1,2,1,19,1,5,4,2,1,4,4,4,1,1,5,5,5,1,5,1,1,,,,,,,,4,3,3,1,4,1,5,2,0,0,2,1,2,6,1,3,1,3,3,5,3,3,3,2,4,30,1,1
207,48,0,-3.827981392,3,3,0,1,1,10,5,0,1,2,2,8,4,6,3,,,,,,,,5,4,5,2,5,5,5,5,4,5,1,2,1,4,3,3,2,1,2,1,2,5,1,1,2,0,2,5,3,3,2,2,4,4,4,5,3,4,3,34,2,2
